page,lik,index,description,title,link
,https://www.knaw.nl/en/news/calendar/reading-wikipedia,8,"31 Mar 2017 ... Abstract: This paper proposes to tackle open- domain question answering using 
Wikipedia as the unique knowledge source: the answer to any factoid question is 
a text span in a Wikipedia article. This task of machine reading at scale combines 
the challenges of document retrieval (finding the relevant ...",Reading Wikipedia to Answer Open-Domain Questions,"(['<a href=""/url?q=https://en.wikipedia.org/wiki/Reading&amp;sa=U&amp;ved=0ahUKEwivhuvQ-uTXAhVlSZoKHX2TBZQQFggVMAA&amp;usg=AOvVaw2VQdqRRuGMu3FZJ_f06R_v"" target=""_blank""><b>Reading</b> - <b>Wikipedia</b></a>', '<a href=""/url?q=https://simple.wikipedia.org/wiki/Reading&amp;sa=U&amp;ved=0ahUKEwivhuvQ-uTXAhVlSZoKHX2TBZQQFgglMAU&amp;usg=AOvVaw1CU9nu-o1Rt9j_fPY22XWr"" target=""_blank""><b>Reading</b> - Simple English <b>Wikipedia</b>, the free encyclopedia</a>', '<a href=""/url?q=https://ru.wikipedia.org/wiki/%25D0%25A0%25D0%25B5%25D0%25B4%25D0%25B8%25D0%25BD%25D0%25B3_(%25D1%2584%25D1%2583%25D1%2582%25D0%25B1%25D0%25BE%25D0%25BB%25D1%258C%25D0%25BD%25D1%258B%25D0%25B9_%25D0%25BA%25D0%25BB%25D1%2583%25D0%25B1)&amp;sa=U&amp;ved=0ahUKEwivhuvQ-uTXAhVlSZoKHX2TBZQQFggrMAY&amp;usg=AOvVaw01bWQx_CFdTcub0sWd_6oW"" target=""_blank"">Рединг (футбольный клуб) — <b>Википедия</b></a>', '<a href=""/url?q=https://ru.wikipedia.org/wiki/%25D0%25A0%25D0%25B5%25D0%25B4%25D0%25B8%25D0%25BD%25D0%25B3_(%25D0%2590%25D0%25BD%25D0%25B3%25D0%25BB%25D0%25B8%25D1%258F)&amp;sa=U&amp;ved=0ahUKEwivhuvQ-uTXAhVlSZoKHX2TBZQQFgg2MAc&amp;usg=AOvVaw0_zKUlLitNwsYDkK1d1JVJ"" target=""_blank"">Рединг (Англия) — <b>Википедия</b></a>', '<a href=""/url?q=https://en.wikipedia.org/wiki/Read&amp;sa=U&amp;ved=0ahUKEwivhuvQ-uTXAhVlSZoKHX2TBZQQFghAMAg&amp;usg=AOvVaw1dGyXdos6svzUr2okVWcVt"" target=""_blank""><b>Read</b> - <b>Wikipedia</b></a>', '<a href=""/url?q=https://en.wikipedia.org/wiki/University_of_Reading&amp;sa=U&amp;ved=0ahUKEwivhuvQ-uTXAhVlSZoKHX2TBZQQFghGMAk&amp;usg=AOvVaw3Vuv8Fpcvsi5fzgnra64Wi"" target=""_blank"">University of <b>Reading</b> - <b>Wikipedia</b></a>', '<a href=""/url?q=https://github.com/facebookresearch/DrQA&amp;sa=U&amp;ved=0ahUKEwivhuvQ-uTXAhVlSZoKHX2TBZQQFghMMAo&amp;usg=AOvVaw2S4ySTWF3E42yxgmJMjOdJ"" target=""_blank"">GitHub - facebookresearch/DrQA: <b>Reading Wikipedia</b> to Answer ...</a>', '<a href=""/url?q=https://arxiv.org/abs/1704.00051&amp;sa=U&amp;ved=0ahUKEwivhuvQ-uTXAhVlSZoKHX2TBZQQFghRMAs&amp;usg=AOvVaw3fFMg42LYILd4ZVATkjkU4"" target=""_blank""><b>Reading Wikipedia</b> to Answer Open-Domain Questions</a>'],)"
