title,link,description,index,lik,page
Reading Wikipedia to Answer Open-Domain Questions,"(['<a href=""/url?q=https://en.wikipedia.org/wiki/Reading&amp;sa=U&amp;ved=0ahUKEwiq1Omd-uTXAhVHJ5oKHZLQAAoQFggVMAA&amp;usg=AOvVaw1tLz5T765xjKo7GABuLiG2"" target=""_blank""><b>Reading</b> - <b>Wikipedia</b></a>', '<a href=""/url?q=https://simple.wikipedia.org/wiki/Reading&amp;sa=U&amp;ved=0ahUKEwiq1Omd-uTXAhVHJ5oKHZLQAAoQFgglMAU&amp;usg=AOvVaw3YT1hVJPhJFPyNmrbwFWTb"" target=""_blank""><b>Reading</b> - Simple English <b>Wikipedia</b>, the free encyclopedia</a>', '<a href=""/url?q=https://ru.wikipedia.org/wiki/%25D0%25A0%25D0%25B5%25D0%25B4%25D0%25B8%25D0%25BD%25D0%25B3_(%25D1%2584%25D1%2583%25D1%2582%25D0%25B1%25D0%25BE%25D0%25BB%25D1%258C%25D0%25BD%25D1%258B%25D0%25B9_%25D0%25BA%25D0%25BB%25D1%2583%25D0%25B1)&amp;sa=U&amp;ved=0ahUKEwiq1Omd-uTXAhVHJ5oKHZLQAAoQFggrMAY&amp;usg=AOvVaw3fLmOHHr_gmOwcZPRpyMdz"" target=""_blank"">Рединг (футбольный клуб) — <b>Википедия</b></a>', '<a href=""/url?q=https://ru.wikipedia.org/wiki/%25D0%25A0%25D0%25B5%25D0%25B4%25D0%25B8%25D0%25BD%25D0%25B3_(%25D0%2590%25D0%25BD%25D0%25B3%25D0%25BB%25D0%25B8%25D1%258F)&amp;sa=U&amp;ved=0ahUKEwiq1Omd-uTXAhVHJ5oKHZLQAAoQFgg2MAc&amp;usg=AOvVaw2DkYId5J2JBALjzNc1B-bO"" target=""_blank"">Рединг (Англия) — <b>Википедия</b></a>', '<a href=""/url?q=https://en.wikipedia.org/wiki/Read&amp;sa=U&amp;ved=0ahUKEwiq1Omd-uTXAhVHJ5oKHZLQAAoQFghAMAg&amp;usg=AOvVaw1WqfkLCPsd1nvL9fpFhKLP"" target=""_blank""><b>Read</b> - <b>Wikipedia</b></a>', '<a href=""/url?q=https://en.wikipedia.org/wiki/University_of_Reading&amp;sa=U&amp;ved=0ahUKEwiq1Omd-uTXAhVHJ5oKHZLQAAoQFghGMAk&amp;usg=AOvVaw1DNbVS2S8Zwfq_CfNt-XoD"" target=""_blank"">University of <b>Reading</b> - <b>Wikipedia</b></a>', '<a href=""/url?q=https://github.com/facebookresearch/DrQA&amp;sa=U&amp;ved=0ahUKEwiq1Omd-uTXAhVHJ5oKHZLQAAoQFghMMAo&amp;usg=AOvVaw2YolswBwIFl0_jF67PmOmn"" target=""_blank"">GitHub - facebookresearch/DrQA: <b>Reading Wikipedia</b> to Answer ...</a>', '<a href=""/url?q=https://arxiv.org/abs/1704.00051&amp;sa=U&amp;ved=0ahUKEwiq1Omd-uTXAhVHJ5oKHZLQAAoQFghRMAs&amp;usg=AOvVaw0IQy8isQwJnjUh19UPx1Dg"" target=""_blank""><b>Reading Wikipedia</b> to Answer Open-Domain Questions</a>'],)","31 Mar 2017 ... Abstract: This paper proposes to tackle open- domain question answering using 
Wikipedia as the unique knowledge source: the answer to any factoid question is 
a text span in a Wikipedia article. This task of machine reading at scale combines 
the challenges of document retrieval (finding the relevant ...",8,https://www.knaw.nl/en/news/calendar/reading-wikipedia,
