description,title,lik,link,page,index
"31 Mar 2017 ... Abstract: This paper proposes to tackle open- domain question answering using 
Wikipedia as the unique knowledge source: the answer to any factoid question is 
a text span in a Wikipedia article. This task of machine reading at scale combines 
the challenges of document retrieval (finding the relevant ...",Reading Wikipedia to Answer Open-Domain Questions,https://www.knaw.nl/en/news/calendar/reading-wikipedia,"(['<a href=""/url?q=https://en.wikipedia.org/wiki/Reading&amp;sa=U&amp;ved=0ahUKEwi9pde6-uTXAhUFS5oKHdKAD3oQFggVMAA&amp;usg=AOvVaw17bbh8rLKTFbV9IYb1V98d"" target=""_blank""><b>Reading</b> - <b>Wikipedia</b></a>', '<a href=""/url?q=https://simple.wikipedia.org/wiki/Reading&amp;sa=U&amp;ved=0ahUKEwi9pde6-uTXAhUFS5oKHdKAD3oQFgglMAU&amp;usg=AOvVaw0nGpL7v1vR2NOkXiIjcsuV"" target=""_blank""><b>Reading</b> - Simple English <b>Wikipedia</b>, the free encyclopedia</a>', '<a href=""/url?q=https://ru.wikipedia.org/wiki/%25D0%25A0%25D0%25B5%25D0%25B4%25D0%25B8%25D0%25BD%25D0%25B3_(%25D1%2584%25D1%2583%25D1%2582%25D0%25B1%25D0%25BE%25D0%25BB%25D1%258C%25D0%25BD%25D1%258B%25D0%25B9_%25D0%25BA%25D0%25BB%25D1%2583%25D0%25B1)&amp;sa=U&amp;ved=0ahUKEwi9pde6-uTXAhUFS5oKHdKAD3oQFggrMAY&amp;usg=AOvVaw3Ibx_lQRzR02tJVaRyGJzO"" target=""_blank"">Рединг (футбольный клуб) — <b>Википедия</b></a>', '<a href=""/url?q=https://ru.wikipedia.org/wiki/%25D0%25A0%25D0%25B5%25D0%25B4%25D0%25B8%25D0%25BD%25D0%25B3_(%25D0%2590%25D0%25BD%25D0%25B3%25D0%25BB%25D0%25B8%25D1%258F)&amp;sa=U&amp;ved=0ahUKEwi9pde6-uTXAhUFS5oKHdKAD3oQFgg2MAc&amp;usg=AOvVaw3gqOEE0WAYZ7nIsAwhw-a8"" target=""_blank"">Рединг (Англия) — <b>Википедия</b></a>', '<a href=""/url?q=https://en.wikipedia.org/wiki/Read&amp;sa=U&amp;ved=0ahUKEwi9pde6-uTXAhUFS5oKHdKAD3oQFghAMAg&amp;usg=AOvVaw0Oc6PNEqrDppilAsja0yUW"" target=""_blank""><b>Read</b> - <b>Wikipedia</b></a>', '<a href=""/url?q=https://en.wikipedia.org/wiki/University_of_Reading&amp;sa=U&amp;ved=0ahUKEwi9pde6-uTXAhUFS5oKHdKAD3oQFghGMAk&amp;usg=AOvVaw0FdlgY92733Y13QUWdjl-8"" target=""_blank"">University of <b>Reading</b> - <b>Wikipedia</b></a>', '<a href=""/url?q=https://github.com/facebookresearch/DrQA&amp;sa=U&amp;ved=0ahUKEwi9pde6-uTXAhUFS5oKHdKAD3oQFghMMAo&amp;usg=AOvVaw2vgVFhN7zI_eqXOwL8OTVA"" target=""_blank"">GitHub - facebookresearch/DrQA: <b>Reading Wikipedia</b> to Answer ...</a>', '<a href=""/url?q=https://arxiv.org/abs/1704.00051&amp;sa=U&amp;ved=0ahUKEwi9pde6-uTXAhUFS5oKHdKAD3oQFghRMAs&amp;usg=AOvVaw0Hu87l2tyzVbOhUANseSYg"" target=""_blank""><b>Reading Wikipedia</b> to Answer Open-Domain Questions</a>'],)",,8
