link,page,lik,description,title,index
"(['<a href=""/url?q=https://en.wikipedia.org/wiki/Reading&amp;sa=U&amp;ved=0ahUKEwidzevS_OTXAhXEIpoKHYv0BrcQFggVMAA&amp;usg=AOvVaw1fvoXyesByq0xsLzcf8Ofc"" target=""_blank""><b>Reading</b> - <b>Wikipedia</b></a>', '<a href=""/url?q=https://simple.wikipedia.org/wiki/Reading&amp;sa=U&amp;ved=0ahUKEwidzevS_OTXAhXEIpoKHYv0BrcQFgglMAU&amp;usg=AOvVaw2upDvHPR_LOI0CvPl0KE4g"" target=""_blank""><b>Reading</b> - Simple English <b>Wikipedia</b>, the free encyclopedia</a>', '<a href=""/url?q=https://ru.wikipedia.org/wiki/%25D0%25A0%25D0%25B5%25D0%25B4%25D0%25B8%25D0%25BD%25D0%25B3_(%25D1%2584%25D1%2583%25D1%2582%25D0%25B1%25D0%25BE%25D0%25BB%25D1%258C%25D0%25BD%25D1%258B%25D0%25B9_%25D0%25BA%25D0%25BB%25D1%2583%25D0%25B1)&amp;sa=U&amp;ved=0ahUKEwidzevS_OTXAhXEIpoKHYv0BrcQFggrMAY&amp;usg=AOvVaw2Ims1SxpBfpb7hg1jMl0wb"" target=""_blank"">Рединг (футбольный клуб) — <b>Википедия</b></a>', '<a href=""/url?q=https://ru.wikipedia.org/wiki/%25D0%25A0%25D0%25B5%25D0%25B4%25D0%25B8%25D0%25BD%25D0%25B3_(%25D0%2590%25D0%25BD%25D0%25B3%25D0%25BB%25D0%25B8%25D1%258F)&amp;sa=U&amp;ved=0ahUKEwidzevS_OTXAhXEIpoKHYv0BrcQFgg2MAc&amp;usg=AOvVaw0X3EPpinMCtkrJV6GUlSUR"" target=""_blank"">Рединг (Англия) — <b>Википедия</b></a>', '<a href=""/url?q=https://en.wikipedia.org/wiki/Read&amp;sa=U&amp;ved=0ahUKEwidzevS_OTXAhXEIpoKHYv0BrcQFghAMAg&amp;usg=AOvVaw3UsQIpK3YPKGwQdklVcJq8"" target=""_blank""><b>Read</b> - <b>Wikipedia</b></a>', '<a href=""/url?q=https://en.wikipedia.org/wiki/University_of_Reading&amp;sa=U&amp;ved=0ahUKEwidzevS_OTXAhXEIpoKHYv0BrcQFghGMAk&amp;usg=AOvVaw2RK6bwHFGuVlEIQzUizLFO"" target=""_blank"">University of <b>Reading</b> - <b>Wikipedia</b></a>', '<a href=""/url?q=https://github.com/facebookresearch/DrQA&amp;sa=U&amp;ved=0ahUKEwidzevS_OTXAhXEIpoKHYv0BrcQFghMMAo&amp;usg=AOvVaw1ZtJtFddF2O0STXmCZiM7j"" target=""_blank"">GitHub - facebookresearch/DrQA: <b>Reading Wikipedia</b> to Answer ...</a>', '<a href=""/url?q=https://arxiv.org/abs/1704.00051&amp;sa=U&amp;ved=0ahUKEwidzevS_OTXAhXEIpoKHYv0BrcQFghRMAs&amp;usg=AOvVaw1PcW9AQZJT0p4-NgxgzEGx"" target=""_blank""><b>Reading Wikipedia</b> to Answer Open-Domain Questions</a>'],)",,https://www.knaw.nl/en/news/calendar/reading-wikipedia,"31 Mar 2017 ... Abstract: This paper proposes to tackle open- domain question answering using 
Wikipedia as the unique knowledge source: the answer to any factoid question is 
a text span in a Wikipedia article. This task of machine reading at scale combines 
the challenges of document retrieval (finding the relevant ...",Reading Wikipedia to Answer Open-Domain Questions,8
