link,page,title,description,index,lik
"(['<a href=""/url?q=https://en.wikipedia.org/wiki/Reading&amp;sa=U&amp;ved=0ahUKEwiarpW5heXXAhUPSJoKHZcSBAgQFggVMAA&amp;usg=AOvVaw3q8CwKpPoMmXUh-_czBLQf"" target=""_blank""><b>Reading</b> - <b>Wikipedia</b></a>', '<a href=""/url?q=https://simple.wikipedia.org/wiki/Reading&amp;sa=U&amp;ved=0ahUKEwiarpW5heXXAhUPSJoKHZcSBAgQFgglMAU&amp;usg=AOvVaw2UHppxs00Mt9SW_s2ECT1o"" target=""_blank""><b>Reading</b> - Simple English <b>Wikipedia</b>, the free encyclopedia</a>', '<a href=""/url?q=https://ru.wikipedia.org/wiki/%25D0%25A0%25D0%25B5%25D0%25B4%25D0%25B8%25D0%25BD%25D0%25B3_(%25D1%2584%25D1%2583%25D1%2582%25D0%25B1%25D0%25BE%25D0%25BB%25D1%258C%25D0%25BD%25D1%258B%25D0%25B9_%25D0%25BA%25D0%25BB%25D1%2583%25D0%25B1)&amp;sa=U&amp;ved=0ahUKEwiarpW5heXXAhUPSJoKHZcSBAgQFggrMAY&amp;usg=AOvVaw1FvCLGjqGNIsaP3219S9W8"" target=""_blank"">Рединг (футбольный клуб) — <b>Википедия</b></a>', '<a href=""/url?q=https://ru.wikipedia.org/wiki/%25D0%25A0%25D0%25B5%25D0%25B4%25D0%25B8%25D0%25BD%25D0%25B3_(%25D0%2590%25D0%25BD%25D0%25B3%25D0%25BB%25D0%25B8%25D1%258F)&amp;sa=U&amp;ved=0ahUKEwiarpW5heXXAhUPSJoKHZcSBAgQFgg2MAc&amp;usg=AOvVaw1-hPQ6L1h2QvvmjJAthr5c"" target=""_blank"">Рединг (Англия) — <b>Википедия</b></a>', '<a href=""/url?q=https://en.wikipedia.org/wiki/Read&amp;sa=U&amp;ved=0ahUKEwiarpW5heXXAhUPSJoKHZcSBAgQFghAMAg&amp;usg=AOvVaw3Cy92Ej2e1qgXr2Cy9aZsF"" target=""_blank""><b>Read</b> - <b>Wikipedia</b></a>', '<a href=""/url?q=https://en.wikipedia.org/wiki/University_of_Reading&amp;sa=U&amp;ved=0ahUKEwiarpW5heXXAhUPSJoKHZcSBAgQFghGMAk&amp;usg=AOvVaw36Yll8WfnVp3tvcFqP6ziK"" target=""_blank"">University of <b>Reading</b> - <b>Wikipedia</b></a>', '<a href=""/url?q=https://github.com/facebookresearch/DrQA&amp;sa=U&amp;ved=0ahUKEwiarpW5heXXAhUPSJoKHZcSBAgQFghMMAo&amp;usg=AOvVaw2fAQfIwTTtnQfUEIyW738U"" target=""_blank"">GitHub - facebookresearch/DrQA: <b>Reading Wikipedia</b> to Answer ...</a>', '<a href=""/url?q=https://arxiv.org/abs/1704.00051&amp;sa=U&amp;ved=0ahUKEwiarpW5heXXAhUPSJoKHZcSBAgQFghRMAs&amp;usg=AOvVaw3EhfebwrfwYBLq__oF00pi"" target=""_blank""><b>Reading Wikipedia</b> to Answer Open-Domain Questions</a>'],)",,Reading Wikipedia to Answer Open-Domain Questions,"31 Mar 2017 ... Abstract: This paper proposes to tackle open- domain question answering using 
Wikipedia as the unique knowledge source: the answer to any factoid question is 
a text span in a Wikipedia article. This task of machine reading at scale combines 
the challenges of document retrieval (finding the relevant ...",8,https://www.knaw.nl/en/news/calendar/reading-wikipedia
