index,description,link,title,lik,page
8,"31 Mar 2017 ... Abstract: This paper proposes to tackle open- domain question answering using 
Wikipedia as the unique knowledge source: the answer to any factoid question is 
a text span in a Wikipedia article. This task of machine reading at scale combines 
the challenges of document retrieval (finding the relevant ...","(['<a href=""/url?q=https://en.wikipedia.org/wiki/Reading&amp;sa=U&amp;ved=0ahUKEwjlgcHt-uTXAhVkApoKHVUjBTsQFggVMAA&amp;usg=AOvVaw1tiGEEvv3n_yrDc4MyUIlg"" target=""_blank""><b>Reading</b> - <b>Wikipedia</b></a>', '<a href=""/url?q=https://simple.wikipedia.org/wiki/Reading&amp;sa=U&amp;ved=0ahUKEwjlgcHt-uTXAhVkApoKHVUjBTsQFgglMAU&amp;usg=AOvVaw1zMBb8fpZrWR6BodtBq6IS"" target=""_blank""><b>Reading</b> - Simple English <b>Wikipedia</b>, the free encyclopedia</a>', '<a href=""/url?q=https://ru.wikipedia.org/wiki/%25D0%25A0%25D0%25B5%25D0%25B4%25D0%25B8%25D0%25BD%25D0%25B3_(%25D1%2584%25D1%2583%25D1%2582%25D0%25B1%25D0%25BE%25D0%25BB%25D1%258C%25D0%25BD%25D1%258B%25D0%25B9_%25D0%25BA%25D0%25BB%25D1%2583%25D0%25B1)&amp;sa=U&amp;ved=0ahUKEwjlgcHt-uTXAhVkApoKHVUjBTsQFggrMAY&amp;usg=AOvVaw0Rg-EHuHvvdKhEsKGWLr8r"" target=""_blank"">Рединг (футбольный клуб) — <b>Википедия</b></a>', '<a href=""/url?q=https://ru.wikipedia.org/wiki/%25D0%25A0%25D0%25B5%25D0%25B4%25D0%25B8%25D0%25BD%25D0%25B3_(%25D0%2590%25D0%25BD%25D0%25B3%25D0%25BB%25D0%25B8%25D1%258F)&amp;sa=U&amp;ved=0ahUKEwjlgcHt-uTXAhVkApoKHVUjBTsQFgg2MAc&amp;usg=AOvVaw0i6YYQkCYqp23sCDDbRq0y"" target=""_blank"">Рединг (Англия) — <b>Википедия</b></a>', '<a href=""/url?q=https://en.wikipedia.org/wiki/Read&amp;sa=U&amp;ved=0ahUKEwjlgcHt-uTXAhVkApoKHVUjBTsQFghAMAg&amp;usg=AOvVaw1ncUUBKU-AjDI2Gye8xaoV"" target=""_blank""><b>Read</b> - <b>Wikipedia</b></a>', '<a href=""/url?q=https://en.wikipedia.org/wiki/University_of_Reading&amp;sa=U&amp;ved=0ahUKEwjlgcHt-uTXAhVkApoKHVUjBTsQFghGMAk&amp;usg=AOvVaw05OzIT0msqc30vbd7u1YX-"" target=""_blank"">University of <b>Reading</b> - <b>Wikipedia</b></a>', '<a href=""/url?q=https://github.com/facebookresearch/DrQA&amp;sa=U&amp;ved=0ahUKEwjlgcHt-uTXAhVkApoKHVUjBTsQFghMMAo&amp;usg=AOvVaw1omqAhlZULS61TNWwTtZj_"" target=""_blank"">GitHub - facebookresearch/DrQA: <b>Reading Wikipedia</b> to Answer ...</a>', '<a href=""/url?q=https://arxiv.org/abs/1704.00051&amp;sa=U&amp;ved=0ahUKEwjlgcHt-uTXAhVkApoKHVUjBTsQFghRMAs&amp;usg=AOvVaw2HW7SldrwU4PwsTl7P3qMf"" target=""_blank""><b>Reading Wikipedia</b> to Answer Open-Domain Questions</a>'],)",Reading Wikipedia to Answer Open-Domain Questions,https://www.knaw.nl/en/news/calendar/reading-wikipedia,
